OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEO_ID_GRP,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Shape_Leng,BLKGRP_LBL2,Shape_Length,Shape_Area
770,53,033,023806,3,530330238063,Block Group 3,G5030,S,73952,0,+47.6187367,-122.1939752,4563.06851116,Blkgrp 0238063,4563.06851117141,795973.338806269
771,53,033,023807,1,530330238071,Block Group 1,G5030,S,465525,0,+47.6139546,-122.2027869,9289.87353745,Blkgrp 0238071,9289.87353745479,5010645.63929011
772,53,033,023807,2,530330238072,Block Group 2,G5030,S,114766,0,+47.6094731,-122.2043327,5419.83541158,Blkgrp 0238072,5419.83541158323,1235270.14583457
773,53,033,023807,3,530330238073,Block Group 3,G5030,S,306130,0,+47.6155668,-122.1938725,7694.93510558,Blkgrp 0238073,7694.93510557705,3295007.2289924
774,53,033,023808,1,530330238081,Block Group 1,G5030,S,70330,0,+47.6128065,-122.1911548,3642.51581171,Blkgrp 0238081,3642.51581167694,756980.301230091
775,53,033,023808,2,530330238082,Block Group 2,G5030,S,156518,0,+47.6114747,-122.1930927,6363.87251592,Blkgrp 0238082,6363.87251589062,1684664.24226614
776,53,033,023808,3,530330238083,Block Group 3,G5030,S,82123,0,+47.6119821,-122.1975346,4000.81886905,Blkgrp 0238083,4000.81886907602,883930.72546898
777,53,033,023901,1,530330239011,Block Group 1,G5030,S,191424,0,+47.6063648,-122.2044462,7201.48132712,Blkgrp 0239011,7201.48132710577,2060394.67958791
778,53,033,023901,2,530330239012,Block Group 2,G5030,S,1168312,748133,+47.6038669,-122.2120128,23553.0970429,Blkgrp 0239012,23553.0970428739,20627616.5671348
779,53,033,023901,3,530330239013,Block Group 3,G5030,S,1093624,1027171,+47.5946966,-122.2087645,19967.5047199,Blkgrp 0239013,19967.504719885,22827230.7247183
780,53,033,023902,1,530330239021,Block Group 1,G5030,S,942127,464010,+47.5817501,-122.1958852,21594.5477291,Blkgrp 0239021,21594.5477290759,15135050.575102
781,53,033,023902,2,530330239022,Block Group 2,G5030,S,1528123,1886298,+47.5671793,-122.1917423,31559.6131185,Blkgrp 0239022,31559.6131185109,36751495.0203868
782,53,033,024001,1,530330240011,Block Group 1,G5030,S,958069,0,+47.6257417,-122.1947146,13840.0973943,Blkgrp 0240011,13840.0973942865,10312085.7833695
783,53,033,024001,2,530330240012,Block Group 2,G5030,S,948569,0,+47.6360472,-122.2056251,14218.4126472,Blkgrp 0240012,14218.4126472341,10209808.7678668
784,53,033,024001,3,530330240013,Block Group 3,G5030,S,904671,0,+47.6345755,-122.1969687,15938.4746819,Blkgrp 0240013,15938.4746819329,9737351.22830295
785,53,033,024002,1,530330240021,Block Group 1,G5030,S,691559,0,+47.6191275,-122.2129551,14409.9799116,Blkgrp 0240021,14409.9799116298,7443519.50771245
786,53,033,024002,2,530330240022,Block Group 2,G5030,S,475002,240155,+47.6122046,-122.2127000,13965.3766296,Blkgrp 0240022,13965.3766296152,7697551.87666059
787,53,033,024002,3,530330240023,Block Group 3,G5030,S,458094,0,+47.6254634,-122.2052942,9919.49218339,Blkgrp 0240023,9919.49218338669,4930641.50482621
788,53,033,024100,1,530330241001,Block Group 1,G5030,S,1743251,1617421,+47.6483511,-122.2181030,24398.0160829,Blkgrp 0241001,24398.0160828361,36172059.541012
789,53,033,024100,2,530330241002,Block Group 2,G5030,S,1298497,0,+47.6287928,-122.2226753,17444.3153167,Blkgrp 0241002,17444.3153166968,13976252.6465013
790,53,033,024100,3,530330241003,Block Group 3,G5030,S,1427374,0,+47.6317082,-122.2137480,19728.1370028,Blkgrp 0241003,19728.1370028548,15363341.5022673
791,53,033,024200,1,530330242001,Block Group 1,G5030,S,1703913,0,+47.6226221,-122.2310614,23402.2571646,Blkgrp 0242001,23402.2571645455,18339931.029745
792,53,033,024200,2,530330242002,Block Group 2,G5030,S,2000756,11442083,+47.6348660,-122.2402688,82979.0838378,Blkgrp 0242002,82979.083837839,144690352.40108
793,53,033,024301,1,530330243011,Block Group 1,G5030,S,280048,0,+47.5880538,-122.2357419,8527.20408435,Blkgrp 0243011,8527.20408434314,3014239.99746741
794,53,033,024301,2,530330243012,Block Group 2,G5030,S,448471,0,+47.5833153,-122.2352320,9862.13010388,Blkgrp 0243012,9862.13010390398,4827143.25802808
795,53,033,024301,3,530330243013,Block Group 3,G5030,S,652913,0,+47.5785984,-122.2314400,13136.1859631,Blkgrp 0243013,13136.1859630634,7027704.10673471
796,53,033,024302,1,530330243021,Block Group 1,G5030,S,963634,2365495,+47.5828813,-122.2508568,28304.5132402,Blkgrp 0243021,28304.5132402192,35833302.9653222
797,53,033,024302,2,530330243022,Block Group 2,G5030,S,1024724,5849705,+47.5922805,-122.2510468,39300.8382899,Blkgrp 0243022,39300.8382898673,73992900.3511242
798,53,033,024302,3,530330243023,Block Group 3,G5030,S,790204,0,+47.5873352,-122.2450043,13964.1933516,Blkgrp 0243023,13964.1933515787,8505381.68674734
799,53,033,024400,1,530330244001,Block Group 1,G5030,S,1101951,514968,+47.5816156,-122.2141312,24336.1620017,Blkgrp 0244001,24336.1620016568,17403813.3768485
800,53,033,024400,2,530330244002,Block Group 2,G5030,S,568923,0,+47.5802508,-122.2240703,13555.7455372,Blkgrp 0244002,13555.7455371898,6123643.69279751
801,53,033,024500,1,530330245001,Block Group 1,G5030,S,1067918,463712,+47.5702896,-122.2100322,19158.5088505,Blkgrp 0245001,19158.5088505419,16485887.6920684
802,53,033,024500,2,530330245002,Block Group 2,G5030,S,1223215,684812,+47.5616716,-122.2119542,21221.9393709,Blkgrp 0245002,21221.9393708774,20537314.1238609
803,53,033,024500,3,530330245003,Block Group 3,G5030,S,1547420,752957,+47.5668767,-122.2304614,24714.2605981,Blkgrp 0245003,24714.2605980762,24760339.2122674
804,53,033,024601,1,530330246011,Block Group 1,G5030,S,1566465,1156155,+47.5481523,-122.2109366,24673.150188,Blkgrp 0246011,24673.1501880184,29305387.7124557
805,53,033,024601,2,530330246012,Block Group 2,G5030,S,1207065,0,+47.5498505,-122.2257028,18850.8375562,Blkgrp 0246012,18850.8375562083,12992444.9289661
806,53,033,024601,3,530330246013,Block Group 3,G5030,S,1194737,1551801,+47.5457828,-122.2365226,30877.8640919,Blkgrp 0246013,30877.8640918856,29562808.8773314
807,53,033,024602,1,530330246021,Block Group 1,G5030,S,1210945,0,+47.5373183,-122.2262979,20887.081847,Blkgrp 0246021,20887.0818469906,13034252.5010502
808,53,033,024602,2,530330246022,Block Group 2,G5030,S,1682321,3542006,+47.5311198,-122.2338107,41494.6753395,Blkgrp 0246022,41494.6753394982,56233333.8467949
809,53,033,024701,1,530330247011,Block Group 1,G5030,S,660759,0,+47.5733627,-122.1774025,12103.7429375,Blkgrp 0247011,12103.7429375381,7112163.93831944
810,53,033,024701,2,530330247012,Block Group 2,G5030,S,761944,0,+47.5589691,-122.1775265,15001.3720274,Blkgrp 0247012,15001.3720273421,8201285.56051521
811,53,033,024701,3,530330247013,Block Group 3,G5030,S,1214323,0,+47.5567387,-122.1844109,18188.9100216,Blkgrp 0247013,18188.9100216107,13070543.4272537
812,53,033,024703,1,530330247031,Block Group 1,G5030,S,1599703,0,+47.5265660,-122.1915632,19496.0339383,Blkgrp 0247031,19496.0339382285,17218816.7715269
813,53,033,024703,2,530330247032,Block Group 2,G5030,S,1402300,0,+47.5249692,-122.1800763,19213.2847688,Blkgrp 0247032,19213.284768728,15094015.8415562
814,53,033,024703,3,530330247033,Block Group 3,G5030,S,748914,0,+47.5368131,-122.1808795,15603.8899902,Blkgrp 0247033,15603.8899901345,8061093.19210558
815,53,033,024704,1,530330247041,Block Group 1,G5030,S,575714,0,+47.5447982,-122.1793618,11179.9032947,Blkgrp 0247041,11179.9032946614,6196804.21804527
816,53,033,024704,2,530330247042,Block Group 2,G5030,S,818223,0,+47.5479197,-122.1888875,17795.1364719,Blkgrp 0247042,17795.1364718882,8807083.35948152
817,53,033,024704,3,530330247043,Block Group 3,G5030,S,1255522,804870,+47.5372251,-122.1954653,24608.070127,Blkgrp 0247043,24608.070127076,22177450.7000094
818,53,033,024800,1,530330248001,Block Group 1,G5030,S,1392393,0,+47.5744512,-122.1351519,25267.6173163,Blkgrp 0248001,25267.6173163273,14987141.6319433
819,53,033,024800,2,530330248002,Block Group 2,G5030,S,1049226,0,+47.5751621,-122.1537279,14971.9723915,Blkgrp 0248002,14971.9723914812,11293396.9160488
820,53,033,024800,3,530330248003,Block Group 3,G5030,S,1328872,0,+47.5737047,-122.1684873,18929.8367928,Blkgrp 0248003,18929.8367928052,14303410.6971148
821,53,033,024901,1,530330249011,Block Group 1,G5030,S,740550,0,+47.5672182,-122.1488875,17872.927758,Blkgrp 0249011,17872.9277579313,7970959.92646196
822,53,033,024901,2,530330249012,Block Group 2,G5030,S,789530,0,+47.5649980,-122.1569338,19312.8679578,Blkgrp 0249012,19312.8679577516,8498190.31873983
823,53,033,024901,3,530330249013,Block Group 3,G5030,S,764943,0,+47.5579918,-122.1562372,16441.563377,Blkgrp 0249013,16441.5633769499,8233581.4333546
824,53,033,024901,4,530330249014,Block Group 4,G5030,S,729817,0,+47.5634376,-122.1654508,19787.6859852,Blkgrp 0249014,19787.6859851709,7855451.45869625
825,53,033,024902,1,530330249021,Block Group 1,G5030,S,607694,0,+47.5639885,-122.1414121,17356.0032464,Blkgrp 0249021,17356.00324637,6540964.97869391
826,53,033,024902,2,530330249022,Block Group 2,G5030,S,867598,0,+47.5636936,-122.1308988,24166.1695684,Blkgrp 0249022,24166.1695684699,9338482.58937662
827,53,033,024902,3,530330249023,Block Group 3,G5030,S,554699,0,+47.5695041,-122.1296990,13984.4104227,Blkgrp 0249023,13984.4104226986,5970551.19336253
828,53,033,024904,1,530330249041,Block Group 1,G5030,S,815725,0,+47.5471964,-122.1429369,19180.6678405,Blkgrp 0249041,19180.6678404929,8780184.90243205
829,53,033,024904,2,530330249042,Block Group 2,G5030,S,1267787,0,+47.5455387,-122.1485793,27627.3949459,Blkgrp 0249042,27627.3949459319,13646043.9720408
830,53,033,024905,1,530330249051,Block Group 1,G5030,S,1264909,0,+47.5535698,-122.1463550,22133.6589365,Blkgrp 0249051,22133.6589365329,13614996.0070339
831,53,033,024905,2,530330249052,Block Group 2,G5030,S,1615163,0,+47.5547329,-122.1306750,22513.3805523,Blkgrp 0249052,22513.3805522776,17385019.4449118
832,53,033,025001,1,530330250011,Block Group 1,G5030,S,1393896,0,+47.5262655,-122.1688061,20914.3781144,Blkgrp 0250011,20914.3781143807,15003537.5404741
833,53,033,025001,2,530330250012,Block Group 2,G5030,S,601012,28798,+47.5316644,-122.1655662,15290.2040792,Blkgrp 0250012,15290.2040792396,6779089.43902112
834,53,033,025001,3,530330250013,Block Group 3,G5030,S,742919,0,+47.5442073,-122.1699727,12248.7500464,Blkgrp 0250013,12248.7500463679,7996518.6154388
835,53,033,025001,4,530330250014,Block Group 4,G5030,S,958952,0,+47.5562609,-122.1710361,16148.5928431,Blkgrp 0250014,16148.5928430676,10321799.8944205
836,53,033,025005,1,530330250051,Block Group 1,G5030,S,5096335,0,+47.5293459,-122.1422289,30630.1770777,Blkgrp 0250051,30630.1770777065,54855646.0546527
837,53,033,025005,2,530330250052,Block Group 2,G5030,S,1265425,0,+47.5425468,-122.1549726,31045.95982,Blkgrp 0250052,31045.9598200374,13620650.489771
838,53,033,025005,3,530330250053,Block Group 3,G5030,S,1323068,0,+47.5244816,-122.1559342,20202.7339644,Blkgrp 0250053,20202.7339644154,14241186.865438
839,53,033,025006,1,530330250061,Block Group 1,G5030,S,3440838,0,+47.5375297,-122.1159404,39297.9295879,Blkgrp 0250061,39297.9295878785,37036164.838427
840,53,033,025006,2,530330250062,Block Group 2,G5030,S,914210,0,+47.5365926,-122.0690140,14399.5773721,Blkgrp 0250062,14399.5773721119,9840284.03692869
841,53,033,025006,3,530330250063,Block Group 3,G5030,S,16225740,0,+47.5243635,-122.0996183,75389.6451055,Blkgrp 0250063,75389.64510557,174649965.597663
842,53,033,025006,4,530330250064,Block Group 4,G5030,S,1828992,0,+47.5248950,-122.0725043,21090.2932338,Blkgrp 0250064,21090.2932338048,19686832.8860556
843,53,033,025007,1,530330250071,Block Group 1,G5030,S,1341634,0,+47.5567143,-122.1010261,25087.4310584,Blkgrp 0250071,25087.431058387,14440842.4071212
844,53,033,025007,2,530330250072,Block Group 2,G5030,S,1174511,0,+47.5494839,-122.1212715,16797.3277228,Blkgrp 0250072,16797.3277227827,12642017.7687997
845,53,033,025007,3,530330250073,Block Group 3,G5030,S,1660710,0,+47.5507663,-122.1081645,30476.4981158,Blkgrp 0250073,30476.4981157643,17875306.7885462
846,53,033,025008,1,530330250081,Block Group 1,G5030,S,986127,0,+47.5658610,-122.1147842,18077.6299411,Blkgrp 0250081,18077.6299411072,10614297.4682552
847,53,033,025008,2,530330250082,Block Group 2,G5030,S,1274406,0,+47.5587225,-122.1174093,26716.474363,Blkgrp 0250082,26716.4743629921,13717208.7152561
848,53,033,025101,1,530330251011,Block Group 1,G5030,S,646531,0,+47.5023232,-122.1573361,10999.8478245,Blkgrp 0251011,10999.8478245658,6959164.1221066
849,53,033,025101,2,530330251012,Block Group 2,G5030,S,400126,0,+47.5076016,-122.1600812,9514.86322218,Blkgrp 0251012,9514.86322220589,4306894.62050319
850,53,033,025101,3,530330251013,Block Group 3,G5030,S,1294244,0,+47.5139590,-122.1542701,20970.6709321,Blkgrp 0251013,20970.670932161,13930961.059876
851,53,033,025101,4,530330251014,Block Group 4,G5030,S,594615,0,+47.5083420,-122.1506079,12342.7374211,Blkgrp 0251014,12342.737421103,6400332.84947713
852,53,033,025103,1,530330251031,Block Group 1,G5030,S,472584,0,+47.4921281,-122.1603760,9121.51277337,Blkgrp 0251031,9121.51277337204,5086837.66834455
853,53,033,025103,2,530330251032,Block Group 2,G5030,S,433511,0,+47.4917363,-122.1524052,10326.9110639,Blkgrp 0251032,10326.9110638587,4666278.14253171
854,53,033,025103,3,530330251033,Block Group 3,G5030,S,693083,0,+47.4983249,-122.1547077,16361.0647627,Blkgrp 0251033,16361.0647626821,7460252.25260078
855,53,033,025104,1,530330251041,Block Group 1,G5030,S,2267903,0,+47.5051076,-122.1358587,23247.440372,Blkgrp 0251041,23247.4403719596,24411364.7821453
856,53,033,025104,2,530330251042,Block Group 2,G5030,S,470502,0,+47.4936942,-122.1457082,10508.1094382,Blkgrp 0251042,10508.1094382356,5064439.52770247
857,53,033,025104,3,530330251043,Block Group 3,G5030,S,1894589,0,+47.4936619,-122.1326221,18264.0073065,Blkgrp 0251043,18264.0073065304,20393149.1821675
858,53,033,025201,1,530330252011,Block Group 1,G5030,S,709367,0,+47.5131697,-122.1925149,11924.820508,Blkgrp 0252011,11924.8205079937,7635495.77010731
859,53,033,025201,2,530330252012,Block Group 2,G5030,S,689139,0,+47.5029739,-122.1938255,16576.3228009,Blkgrp 0252012,16576.3228008745,7417783.46685273
860,53,033,025201,3,530330252013,Block Group 3,G5030,S,301209,0,+47.5064374,-122.1883228,7547.23706456,Blkgrp 0252013,7547.23706454057,3242173.21844854
861,53,033,025202,1,530330252021,Block Group 1,G5030,S,1435978,0,+47.5134512,-122.1708098,17459.6519423,Blkgrp 0252021,17459.6519422302,15456535.4303509
862,53,033,025202,2,530330252022,Block Group 2,G5030,S,840234,0,+47.5125984,-122.1826193,22400.6490196,Blkgrp 0252022,22400.6490195885,9044114.02652678
863,53,033,025202,3,530330252023,Block Group 3,G5030,S,491115,0,+47.5073372,-122.1823171,9782.99500832,Blkgrp 0252023,9782.99500832608,5286268.94519072
864,53,033,025302,1,530330253021,Block Group 1,G5030,S,1007901,0,+47.4732962,-122.2106457,14806.2242622,Blkgrp 0253021,14806.2242621813,10849038.9487874
865,53,033,025302,2,530330253022,Block Group 2,G5030,S,522082,0,+47.4783846,-122.2148859,11514.3788012,Blkgrp 0253022,11514.3788012025,5619704.53027128
866,53,033,025302,3,530330253023,Block Group 3,G5030,S,1272403,1357536,+47.5005583,-122.2203186,44048.2916798,Blkgrp 0253023,44048.2916797368,28308280.3935967
867,53,033,025302,4,530330253024,Block Group 4,G5030,S,1222643,1085531,+47.5019573,-122.2093254,33308.5068517,Blkgrp 0253024,33308.5068517487,24844839.4232802
868,53,033,025303,1,530330253031,Block Group 1,G5030,S,694084,0,+47.4855444,-122.2011330,13618.6060459,Blkgrp 0253031,13618.6060459158,7471081.40166491
869,53,033,025303,2,530330253032,Block Group 2,G5030,S,1193937,0,+47.4947383,-122.1990948,17061.9742176,Blkgrp 0253032,17061.9742176258,12851376.910597
870,53,033,025304,1,530330253041,Block Group 1,G5030,S,991883,1246552,+47.5102693,-122.2031668,24124.6728593,Blkgrp 0253041,24124.6728592639,24094094.8506967
871,53,033,025304,2,530330253042,Block Group 2,G5030,S,862994,773272,+47.5264556,-122.2056399,21440.1202258,Blkgrp 0253042,21440.1202257934,17612368.1495578
872,53,033,025401,1,530330254011,Block Group 1,G5030,S,588758,0,+47.4953195,-122.1777529,14197.0648819,Blkgrp 0254011,14197.0648818884,6337267.3326663
873,53,033,025401,2,530330254012,Block Group 2,G5030,S,380252,0,+47.5012315,-122.1852420,10654.580309,Blkgrp 0254012,10654.5803090443,4092981.89245933
874,53,033,025401,3,530330254013,Block Group 3,G5030,S,230138,0,+47.4982608,-122.1840483,9116.94998229,Blkgrp 0254013,9116.94998230711,2477183.39489276
875,53,033,025402,1,530330254021,Block Group 1,G5030,S,540919,0,+47.4894792,-122.1863831,14166.6733858,Blkgrp 0254021,14166.6733857208,5822387.59002087
876,53,033,025402,2,530330254022,Block Group 2,G5030,S,154801,0,+47.4867746,-122.1889795,5366.64753914,Blkgrp 0254022,5366.64753913161,1666275.08893172
877,53,033,025402,3,530330254023,Block Group 3,G5030,S,405747,0,+47.4947325,-122.1862762,9584.96053525,Blkgrp 0254023,9584.96053521852,4367417.00303386
878,53,033,025500,1,530330255001,Block Group 1,G5030,S,325779,0,+47.4903845,-122.1695832,7934.22565218,Blkgrp 0255001,7934.22565216774,3506668.73445072
879,53,033,025500,2,530330255002,Block Group 2,G5030,S,642062,0,+47.5014886,-122.1692504,13608.723143,Blkgrp 0255002,13608.7231430127,6911052.89692843
880,53,033,025500,3,530330255003,Block Group 3,G5030,S,557933,0,+47.4959114,-122.1709890,12083.0747097,Blkgrp 0255003,12083.0747096682,6005489.12413797
881,53,033,025601,1,530330256011,Block Group 1,G5030,S,780393,0,+47.4824617,-122.1636555,14578.7295875,Blkgrp 0256011,14578.7295874436,8400096.64443839
882,53,033,025601,2,530330256012,Block Group 2,G5030,S,1102837,0,+47.4843956,-122.1741520,17322.8245308,Blkgrp 0256012,17322.8245307592,11870845.8725592
883,53,033,025601,3,530330256013,Block Group 3,G5030,S,926128,0,+47.4813099,-122.1855487,15042.7614842,Blkgrp 0256013,15042.761484241,9968778.22824583
884,53,033,025602,1,530330256021,Block Group 1,G5030,S,1116827,0,+47.4810978,-122.1550489,20966.7871562,Blkgrp 0256021,20966.7871561188,12021444.3200565
885,53,033,025602,2,530330256022,Block Group 2,G5030,S,2335515,0,+47.4726712,-122.1528459,30509.6780945,Blkgrp 0256022,30509.6780944598,25139449.9055672
886,53,033,025602,3,530330256023,Block Group 3,G5030,S,756359,0,+47.4859843,-122.1412742,14491.7142342,Blkgrp 0256023,14491.7142342276,8141381.72212367
887,53,033,025602,4,530330256024,Block Group 4,G5030,S,1060782,0,+47.4796727,-122.1406599,15354.634217,Blkgrp 0256024,15354.6342170053,11418179.2601733
888,53,033,025702,1,530330257021,Block Group 1,G5030,S,1287881,0,+47.4651583,-122.1592489,18560.2366092,Blkgrp 0257021,18560.2366092353,13862745.4203134
889,53,033,025702,2,530330257022,Block Group 2,G5030,S,897243,0,+47.4605735,-122.1630397,16485.3474285,Blkgrp 0257022,16485.347428539,9657959.81510446
890,53,033,025702,3,530330257023,Block Group 3,G5030,S,597656,0,+47.4645541,-122.1769785,13539.5944874,Blkgrp 0257023,13539.5944873726,6433206.83139439
891,53,033,025703,1,530330257031,Block Group 1,G5030,S,435812,0,+47.4680044,-122.2009992,11745.591181,Blkgrp 0257031,11745.5911810404,4691055.48034259
892,53,033,025703,2,530330257032,Block Group 2,G5030,S,508407,0,+47.4641945,-122.1968958,12210.816204,Blkgrp 0257032,12210.8162039132,5472510.02016117
893,53,033,025704,1,530330257041,Block Group 1,G5030,S,2012348,0,+47.4743332,-122.1853647,25200.500488,Blkgrp 0257041,25200.5004880571,21660866.5614983
894,53,033,025704,2,530330257042,Block Group 2,G5030,S,910850,0,+47.4716610,-122.1952855,18447.1822228,Blkgrp 0257042,18447.1822228567,9804358.81985872
895,53,033,025803,1,530330258031,Block Group 1,G5030,S,535522,0,+47.4517008,-122.1751743,13486.7668781,Blkgrp 0258031,13486.7668780478,5764402.46577839
896,53,033,025803,2,530330258032,Block Group 2,G5030,S,485298,0,+47.4510365,-122.1833001,11777.2515741,Blkgrp 0258032,11777.2515740917,5223779.07986729
897,53,033,025803,3,530330258033,Block Group 3,G5030,S,322663,0,+47.4472402,-122.1766210,9787.51769799,Blkgrp 0258033,9787.51769799737,3473176.67876047
898,53,033,025804,1,530330258041,Block Group 1,G5030,S,641446,0,+47.4602867,-122.1777985,18337.2011622,Blkgrp 0258041,18337.201162155,6904529.34945821
899,53,033,025804,2,530330258042,Block Group 2,G5030,S,497812,0,+47.4567805,-122.1756374,13648.9062838,Blkgrp 0258042,13648.9062838054,5358473.97334857
900,53,033,025804,3,530330258043,Block Group 3,G5030,S,1225436,0,+47.4510883,-122.1620375,15290.7025858,Blkgrp 0258043,15290.7025857723,13190666.9952907
901,53,033,025805,1,530330258051,Block Group 1,G5030,S,937598,0,+47.4600046,-122.1929714,15215.5227494,Blkgrp 0258051,15215.5227493782,10092365.674966
902,53,033,025805,2,530330258052,Block Group 2,G5030,S,1048558,0,+47.4526541,-122.1949115,19823.0416348,Blkgrp 0258052,19823.0416347894,11286707.0391975
903,53,033,025805,3,530330258053,Block Group 3,G5030,S,441597,0,+47.4482172,-122.1929015,9772.29700506,Blkgrp 0258053,9772.2970050589,4753384.10988821
904,53,033,025806,1,530330258061,Block Group 1,G5030,S,1346723,112247,+47.4513501,-122.2081097,21175.863316,Blkgrp 0258061,21175.8633160052,15704442.5236778
905,53,033,025806,2,530330258062,Block Group 2,G5030,S,537860,0,+47.4453571,-122.2050272,12847.7429393,Blkgrp 0258062,12847.742939274,5789582.57638536
906,53,033,025806,3,530330258063,Block Group 3,G5030,S,1052070,38070,+47.4632607,-122.2101744,15647.6804713,Blkgrp 0258063,15647.6804713291,11734286.8026412
907,53,033,026001,1,530330260011,Block Group 1,G5030,S,617810,0,+47.5062781,-122.2408193,12781.8777997,Blkgrp 0260011,12781.8777997749,6650031.93082367
908,53,033,026001,2,530330260012,Block Group 2,G5030,S,526007,0,+47.5028449,-122.2324222,12061.7611296,Blkgrp 0260012,12061.7611295972,5661870.02893995
909,53,033,026001,3,530330260013,Block Group 3,G5030,S,672541,0,+47.4980124,-122.2371688,14690.2178581,Blkgrp 0260013,14690.2178581112,7239131.94909684
910,53,033,026001,4,530330260014,Block Group 4,G5030,S,843845,0,+47.4916516,-122.2334420,14102.0655124,Blkgrp 0260014,14102.0655124545,9083049.3548733
911,53,033,026003,1,530330260031,Block Group 1,G5030,S,354778,0,+47.4799526,-122.2275725,8862.6098196,Blkgrp 0260031,8862.60981960179,3818824.35164691
912,53,033,026003,2,530330260032,Block Group 2,G5030,S,116983,0,+47.4766474,-122.2244263,5340.74667047,Blkgrp 0260032,5340.74667046389,1259216.85857661
913,53,033,026003,3,530330260033,Block Group 3,G5030,S,661517,1607,+47.4792093,-122.2424677,16172.1590464,Blkgrp 0260033,16172.1590464136,7137841.77004918
914,53,033,026004,1,530330260041,Block Group 1,G5030,S,634029,0,+47.4849273,-122.2234109,14077.3886076,Blkgrp 0260041,14077.3886075783,6824634.0221604
915,53,033,026004,2,530330260042,Block Group 2,G5030,S,620509,0,+47.4910756,-122.2215320,14542.9186051,Blkgrp 0260042,14542.9186051027,6679089.60735282
916,53,033,026004,3,530330260043,Block Group 3,G5030,S,380008,0,+47.4990241,-122.2248617,9612.65322192,Blkgrp 0260043,9612.65322186349,4090384.85712139
917,53,033,026101,1,530330261011,Block Group 1,G5030,S,1082647,7108,+47.4831582,-122.2422374,29252.6806154,Blkgrp 0261011,29252.6806153359,11730033.1384515
918,53,033,026101,2,530330261012,Block Group 2,G5030,S,542833,0,+47.4920237,-122.2598290,10450.5725946,Blkgrp 0261012,10450.5725946082,5842995.71849174
919,53,033,026101,3,530330261013,Block Group 3,G5030,S,1080811,0,+47.4860499,-122.2425232,19179.0070403,Blkgrp 0261013,19179.007040338,11633761.1508067
920,53,033,026102,1,530330261021,Block Group 1,G5030,S,611228,0,+47.4988873,-122.2546490,11196.1708053,Blkgrp 0261021,11196.17080527,6579180.77752332
921,53,033,026102,2,530330261022,Block Group 2,G5030,S,398362,0,+47.4926936,-122.2511537,9278.40600486,Blkgrp 0261022,9278.4060049109,4287931.94222464
922,53,033,026102,3,530330261023,Block Group 3,G5030,S,567065,0,+47.4922680,-122.2437505,13289.5022312,Blkgrp 0261023,13289.5022312017,6103826.06386837
923,53,033,026200,1,530330262001,Block Group 1,G5030,S,12954375,459210,+47.4597104,-122.2401947,61894.662426,Blkgrp 0262001,61894.662426053,144384293.903274
924,53,033,026200,2,530330262002,Block Group 2,G5030,S,1066930,41372,+47.4774334,-122.2659362,21390.5356411,Blkgrp 0262002,21390.5356411446,11929735.7571187
925,53,033,026200,3,530330262003,Block Group 3,G5030,S,556941,0,+47.4669164,-122.2620284,12110.1595256,Blkgrp 0262003,12110.159525551,5994910.19133209
926,53,033,026200,4,530330262004,Block Group 4,G5030,S,808720,7854,+47.4682895,-122.2561051,18362.4259469,Blkgrp 0262004,18362.4259468971,8789582.62786689
927,53,033,026300,1,530330263001,Block Group 1,G5030,S,3411682,277380,+47.5089352,-122.2891618,43030.5940633,Blkgrp 0263001,43030.5940632874,39708415.5424754
928,53,033,026300,2,530330263002,Block Group 2,G5030,S,813300,46609,+47.4932537,-122.2744261,15312.4726903,Blkgrp 0263002,15312.4726903046,9255958.11298707
929,53,033,026400,1,530330264001,Block Group 1,G5030,S,1676008,291475,+47.5113982,-122.3039021,36037.5835122,Blkgrp 0264001,36037.5835122551,21177665.3670463
930,53,033,026400,2,530330264002,Block Group 2,G5030,S,876477,0,+47.5020421,-122.3078595,15838.1714405,Blkgrp 0264002,15838.1714404647,9434270.57413913
931,53,033,026400,3,530330264003,Block Group 3,G5030,S,897621,1362,+47.5121907,-122.3131422,20228.4444529,Blkgrp 0264003,20228.4444529073,9676532.5316232
932,53,033,026400,4,530330264004,Block Group 4,G5030,S,1274214,1580,+47.5124122,-122.3210835,19856.5896882,Blkgrp 0264004,19856.589688244,13732429.942351
933,53,033,026500,1,530330265001,Block Group 1,G5030,S,1063626,1625,+47.5157294,-122.3347880,17468.822429,Blkgrp 0265001,17468.8224290381,11466156.2333789
934,53,033,026500,2,530330265002,Block Group 2,G5030,S,447869,0,+47.5146211,-122.3502222,8838.96122235,Blkgrp 0265002,8838.96122233951,4820795.83564133
935,53,033,026500,3,530330265003,Block Group 3,G5030,S,533579,0,+47.5064882,-122.3292627,9942.3060487,Blkgrp 0265003,9942.30604872747,5743350.96919914
936,53,033,026600,1,530330266001,Block Group 1,G5030,S,367994,0,+47.5126752,-122.3576852,9065.01908102,Blkgrp 0266001,9065.01908103008,3961014.88729863
937,53,033,026600,2,530330266002,Block Group 2,G5030,S,792398,0,+47.5129252,-122.3658608,11974.3051886,Blkgrp 0266002,11974.3051885727,8529262.91975667
